-DOCSTART- -X- -X- O
argument NN NN O
advanced JJ JJ O
on IN IN O
behalf NN NN O
of IN IN O
the DT DT O
petitioner NN NN O
is VBZ VBZ O
that IN IN O
Section NN NN B-Section
21 CD CD I-Section
( ( ( I-Section
2 CD CD I-Section
) ) ) I-Section
( ( ( I-Section
aa NN NN I-Section
) ) ) I-Section
enables NNS NNS O
the DT DT O
State NN NN O
Government NN NN O
only RB RB O
to TO TO O
prescribe NN NN O
the DT DT O
minimum NN NN O
qualification NN NN O
of IN IN O
persons NNS NNS O
to TO TO O
whom WP WP O
licences NNS NNS O
to TO TO O
drive NN NN O
transport NN NN O
vehicles NNS NNS O
are VBP VBP O
issued VBN VBN O
and CC CC O
the DT DT O
time NN NN O
within IN IN O
which WDT WDT O
such JJ JJ O
qualifications NNS NNS O
are VBP VBP O
to TO TO O
be VB VB O
acquired VBN VBN O
by IN IN O
persons NNS NNS O
holding VBG VBG O
immediately RB RB O
before IN IN O
the DT DT O
commencement NN NN O
of IN IN O
the DT DT O
Motor NNP NNP B-Act
Vehicles NNS NNS I-Act
( ( ( O
Amendment NN NN O
) ) ) O
Act NNP NNP O
, , , O
1969 CD CD O
, , , O
licences NNS NNS O
to TO TO O
drive NN NN O
transport NN NN O
vehicles NNS NNS O
, , , O
and CC CC O
the DT DT O
duties NNS NNS O
, , , O
functions NNS NNS O
and CC CC O
conduct NN NN O
of IN IN O
such JJ JJ O
persons NNS NNS O
. . . O

The DT DT O
argument NN NN O
is VBZ VBZ O
that IN IN O
the DT DT O
State NN NN O
Government NN NN O
under IN IN O
this DT DT O
clause NN NN O
is VBZ VBZ O
enabled VBN VBN O
to TO TO O
prescribe NN NN O
qualifications NNS NNS O
only RB RB O
in IN IN O
respect NN NN O
of IN IN O
persons NNS NNS O
already RB RB O
holding VBG VBG O
licences NNS NNS O
before IN IN O
the DT DT O
commencement NN NN O
of IN IN O
the DT DT O
Motor NNP NNP O
Vehicles NNS NNS O
( ( ( O
Amendment NN NN O
) ) ) O
Act NNP NNP O
, , , O
1969 CD CD O
. . . O

No DT DT O
doubt NN NN O
one CD CD O
part NN NN O
of IN IN O
the DT DT O
afore NN NN O
- : : O

said VBD VBD O
clause NN NN O
is VBZ VBZ O
to TO TO O
that IN IN O
effect NN NN O
, , , O
namely RB RB O
the DT DT O
first RB RB O
part NN NN O
. . . O

Under IN IN O
the DT DT O
latter NN NN O
part NN NN O
" NN NN O
the DT DT O
minimum NN NN O
qualifications NNS NNS O
of IN IN O
persons NNS NNS O
to TO TO O
whom WP WP O
licences NNS NNS O
to TO TO O
drive NN NN O
transport NN NN O
vehicles NNS NNS O
are VBP VBP O
issued VBN VBN O
" NN NN O
can MD MD O
be VB VB O
prescribed NNS NNS O
by IN IN O
the DT DT O
State NN NN O
Government NN NN O
under IN IN O
Section NN NN O
21 CD CD O
( ( ( O
2 CD CD O
) ) ) O
( ( ( O
aa NN NN O
). NN NN O

Even RB RB O
otherwise RB RB O
I PRP PRP O
would MD MD O
think NN NN O
in IN IN O
view NN NN O
of IN IN O
the DT DT O
generality NN NN O
of IN IN O
power NN NN O
under IN IN O
Sub NN NN O
- : : O
section NN NN O
( ( ( O
1 CD CD O
) ) ) O
the DT DT O
particular JJ JJ O
provision NN NN O
contained VBN VBN O
in IN IN O
Sub NN NN O
- : : O
section NN NN O
( ( ( O
2 CD CD O
) ) ) O
of IN IN O
Section NN NN O
21 CD CD O
would MD MD O
not RB RB O
take VB VB O
away RB RB O
the DT DT O
power NN NN O
of IN IN O
the DT DT O
State NN NN O
Government NN NN O
to TO TO O
frame NN NN O
the DT DT O
rule NN NN O
prescribing VBG VBG O
minimum NN NN O
qualifications NNS NNS O
with IN IN O
reference NN NN O
to TO TO O
which WDT WDT O
licences NNS NNS O
are VBP VBP O
to TO TO O
be VB VB O
issued VBN VBN O
. . . O

The DT DT O
result NN NN O
is VBZ VBZ O
, , , O
there RB RB O
is VBZ VBZ O
no DT DT O
merit NN NN O
in IN IN O
this DT DT O
writ NN NN O
petition NN NN O
. . . O

The DT DT O
same JJ JJ O
fails NNS NNS O
and CC CC O
is VBZ VBZ O
dismissed VBN VBN O
. . . O

In IN IN O
the DT DT O
circumstances NNS NNS O
of IN IN O
the DT DT O
case NN NN O
, , , O
there RB RB O
will MD MD O
be VB VB O
no DT DT O
order NN NN O
as IN IN O
regards NNS NNS O
costs NNS NNS O
. . . O

&&&&& NN NN O
